"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 04:00","2020","04","02","04:00","1.0","","-0.4","","90","","","","36","","2","","24.1","","101.88","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 05:00","2020","04","02","05:00","2.2","","2.1","","99","","","","25","","4","","32.2","","101.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 06:00","2020","04","02","06:00","2.2","","2.2","","100","","","","36","","3","","48.3","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 07:00","2020","04","02","07:00","3.2","","3.2","","100","","","","25","","8","","48.3","","101.94","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 08:00","2020","04","02","08:00","4.5","","3.1","","90","","","","31","","7","","48.3","","101.93","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 09:00","2020","04","02","09:00","5.2","","2.0","","79","","","","0","","1","","48.3","","101.95","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 10:00","2020","04","02","10:00","6.5","","1.7","","71","","","","36","","2","","48.3","","101.95","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 11:00","2020","04","02","11:00","7.8","","3.1","","72","","","","9","","14","","48.3","","101.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 12:00","2020","04","02","12:00","6.8","","2.7","","75","","","","11","","13","","48.3","","101.92","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 13:00","2020","04","02","13:00","6.9","","2.3","","73","","","","11","","11","","48.3","","101.93","","","","","","Rain Showers,Snow Pellets"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 14:00","2020","04","02","14:00","7.2","","2.0","","69","","","","8","","18","","48.3","","101.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 15:00","2020","04","02","15:00","7.9","","0.7","","60","","","","9","","11","","48.3","","101.87","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 16:00","2020","04","02","16:00","7.8","","0.9","","61","","","","30","","16","","48.3","","101.85","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 17:00","2020","04","02","17:00","7.1","","2.9","","75","","","","27","","8","","48.3","","101.85","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 18:00","2020","04","02","18:00","5.9","","2.3","","77","","","","22","","9","","48.3","","101.83","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 19:00","2020","04","02","19:00","5.6","","0.2","","68","","","","28","","14","","32.2","","101.83","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 20:00","2020","04","02","20:00","4.3","","-0.8","","69","","","","24","","13","","32.2","","101.83","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 21:00","2020","04","02","21:00","2.6","","-1.5","","74","","","","21","","8","","32.2","","101.84","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 22:00","2020","04","02","22:00","1.5","","-1.7","","79","","","","26","","10","","32.2","","101.82","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-02 23:00","2020","04","02","23:00","1.1","","-2.0","","80","","","","23","","10","","32.2","","101.80","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 00:00","2020","04","03","00:00","1.8","","-1.6","","78","","","","20","","8","","32.2","","101.77","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 01:00","2020","04","03","01:00","3.6","","-0.7","","74","","","","21","","12","","32.2","","101.73","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 02:00","2020","04","03","02:00","4.4","","0.6","","76","","","","22","","20","","32.2","","101.69","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 03:00","2020","04","03","03:00","4.1","","0.7","","78","","","","20","","17","","32.2","","101.66","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 04:00","2020","04","03","04:00","4.2","","0.4","","76","","","","24","","17","","32.2","","101.62","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 05:00","2020","04","03","05:00","4.9","","-0.7","","67","","","","25","","18","","32.2","","101.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 06:00","2020","04","03","06:00","3.6","","1.1","","83","","","","32","","13","","48.3","","101.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 07:00","2020","04","03","07:00","4.5","","0.8","","77","","","","21","","4","","48.3","","101.56","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 08:00","2020","04","03","08:00","5.0","","-1.1","","64","","","","24","","20","","48.3","","101.53","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 09:00","2020","04","03","09:00","5.9","","-0.8","","62","","","","25","","21","","48.3","","101.50","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 10:00","2020","04","03","10:00","5.5","","0.2","","69","","","","21","","19","","48.3","","101.50","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 11:00","2020","04","03","11:00","6.1","","0.2","","66","","","","23","","15","","48.3","","101.45","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 12:00","2020","04","03","12:00","6.9","","-2.0","","53","","","","26","","25","","48.3","","101.43","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 13:00","2020","04","03","13:00","6.3","","-0.7","","60","","","","23","","14","","48.3","","101.43","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 14:00","2020","04","03","14:00","7.0","","0.0","","61","","","","25","","20","","48.3","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 15:00","2020","04","03","15:00","5.8","","1.8","","75","","","","35","","8","","48.3","","101.38","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 16:00","2020","04","03","16:00","6.0","","1.5","","73","","","","25","","13","","48.3","","101.33","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 17:00","2020","04","03","17:00","6.4","","2.0","","74","","","","35","","5","","48.3","","101.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 18:00","2020","04","03","18:00","5.2","","2.9","","85","","","","2","","10","","48.3","","101.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 19:00","2020","04","03","19:00","4.1","","3.3","","95","","","","34","","9","","48.3","","101.28","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 20:00","2020","04","03","20:00","3.9","","3.5","","97","","","","36","","1","","32.2","","101.28","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 21:00","2020","04","03","21:00","3.0","","3.0","","100","","","","36","","1","","32.2","","101.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 22:00","2020","04","03","22:00","2.8","","2.1","","95","","","","36","","1","","32.2","","101.22","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-03 23:00","2020","04","03","23:00","2.4","","1.3","","92","","","","27","","4","","32.2","","101.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 00:00","2020","04","04","00:00","1.4","","1.0","","97","","","","18","","3","","32.2","","101.18","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 01:00","2020","04","04","01:00","1.4","","1.4","","100","","","","23","","9","","32.2","","101.14","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 02:00","2020","04","04","02:00","3.2","","1.3","","87","","","","16","","10","","32.2","","101.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 03:00","2020","04","04","03:00","2.6","","-0.3","","81","","","","27","","5","","32.2","","101.07","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 04:00","2020","04","04","04:00","1.6","","-0.1","","88","","","","36","","3","","32.2","","101.03","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 05:00","2020","04","04","05:00","2.6","","0.8","","88","","","","9","","4","","32.2","","100.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 06:00","2020","04","04","06:00","3.3","","0.6","","83","","","","10","","5","","48.3","","100.95","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 07:00","2020","04","04","07:00","2.9","","1.7","","92","","","","27","","4","","48.3","","100.92","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 08:00","2020","04","04","08:00","4.0","","2.0","","87","","","","31","","8","","48.3","","100.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 09:00","2020","04","04","09:00","5.0","","2.0","","81","","","","36","","3","","48.3","","100.87","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 10:00","2020","04","04","10:00","6.3","","1.3","","70","","","","6","","13","","48.3","","100.83","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 11:00","2020","04","04","11:00","6.1","","1.2","","70","","","","5","","17","","48.3","","100.77","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 12:00","2020","04","04","12:00","6.9","","0.4","","63","","","","5","","15","","48.3","","100.71","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 13:00","2020","04","04","13:00","7.0","","-0.5","","59","","","","4","","10","","48.3","","100.64","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 14:00","2020","04","04","14:00","7.7","","-0.8","","55","","","","2","","12","","48.3","","100.56","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 15:00","2020","04","04","15:00","8.5","","-0.7","","52","","","","34","","13","","48.3","","100.47","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 16:00","2020","04","04","16:00","8.2","","-2.1","","48","","","","2","","12","","48.3","","100.40","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 17:00","2020","04","04","17:00","8.0","","-2.2","","49","","","","2","","12","","48.3","","100.34","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 18:00","2020","04","04","18:00","7.6","","-1.6","","52","","","","32","","10","","48.3","","100.33","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 19:00","2020","04","04","19:00","5.9","","-0.6","","63","","","","31","","9","","48.3","","100.32","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 20:00","2020","04","04","20:00","5.3","","0.1","","69","","","","30","","5","","48.3","","100.34","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 21:00","2020","04","04","21:00","4.5","","-0.1","","72","","","","31","","8","","48.3","","100.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 22:00","2020","04","04","22:00","5.0","","0.7","","74","","","","30","","9","","48.3","","100.30","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-04 23:00","2020","04","04","23:00","5.3","","0.7","","72","","","","28","","12","","48.3","","100.28","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 00:00","2020","04","05","00:00","4.8","","0.7","","75","","","","27","","10","","48.3","","100.26","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 01:00","2020","04","05","01:00","5.0","","0.3","","72","","","","26","","8","","48.3","","100.23","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 02:00","2020","04","05","02:00","4.4","","0.5","","75","","","","27","","5","","48.3","","100.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 03:00","2020","04","05","03:00","3.1","","0.2","","81","","","","27","","4","","48.3","","100.19","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 04:00","2020","04","05","04:00","3.0","","0.2","","82","","","","26","","4","","48.3","","100.22","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 05:00","2020","04","05","05:00","1.9","","0.1","","88","","","","24","","7","","48.3","","100.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 06:00","2020","04","05","06:00","2.4","","0.0","","84","","","","26","","4","","48.3","","100.25","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 07:00","2020","04","05","07:00","4.0","","1.0","","81","","","","36","","2","","48.3","","100.27","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 08:00","2020","04","05","08:00","5.7","","0.7","","70","","","","28","","8","","48.3","","100.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 09:00","2020","04","05","09:00","7.0","","1.1","","66","","","","34","","16","","48.3","","100.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 10:00","2020","04","05","10:00","7.7","","2.0","","67","","","","1","","9","","48.3","","100.32","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 11:00","2020","04","05","11:00","8.0","","1.6","","64","","","","2","","11","","48.3","","100.32","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 12:00","2020","04","05","12:00","9.2","","2.1","","61","","","","3","","16","","48.3","","100.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 13:00","2020","04","05","13:00","9.8","","-1.3","","46","","","","11","","5","","48.3","","100.26","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 14:00","2020","04","05","14:00","10.4","","-0.4","","47","","","","6","","13","","48.3","","100.25","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 15:00","2020","04","05","15:00","10.8","","-1.0","","44","","","","4","","11","","48.3","","100.26","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 16:00","2020","04","05","16:00","11.4","","-0.4","","44","","","","6","","12","","48.3","","100.26","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 17:00","2020","04","05","17:00","11.1","","-2.9","","37","","","","1","","12","","48.3","","100.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 18:00","2020","04","05","18:00","10.3","","-1.6","","43","","","","3","","5","","48.3","","100.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 19:00","2020","04","05","19:00","6.7","","-0.9","","59","","","","14","","4","","48.3","","100.29","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 20:00","2020","04","05","20:00","4.9","","-0.2","","69","","","","26","","5","","48.3","","100.37","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 21:00","2020","04","05","21:00","3.7","","-0.9","","72","","","","23","","7","","48.3","","100.43","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 22:00","2020","04","05","22:00","4.0","","-0.2","","74","","","","26","","5","","48.3","","100.46","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-05 23:00","2020","04","05","23:00","3.5","","0.6","","81","","","","24","","10","","48.3","","100.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 00:00","2020","04","06","00:00","4.1","","1.6","","84","","","","28","","15","","48.3","","100.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 01:00","2020","04","06","01:00","2.8","","0.0","","82","","","","25","","12","","48.3","","100.60","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 02:00","2020","04","06","02:00","4.0","","1.0","","81","","","","30","","18","","48.3","","100.65","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 03:00","2020","04","06","03:00","3.8","","0.3","","77","","","","29","","15","","48.3","","100.71","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 04:00","2020","04","06","04:00","2.4","","-0.1","","83","","","","24","","9","","48.3","","100.78","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 05:00","2020","04","06","05:00","1.9","","0.1","","88","","","","27","","8","","48.3","","100.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 06:00","2020","04","06","06:00","2.0","","0.5","","90","","","","28","","9","","48.3","","100.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 07:00","2020","04","06","07:00","3.8","","1.1","","82","","","","30","","8","","48.3","","100.99","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 08:00","2020","04","06","08:00","5.5","","1.5","","75","","","","29","","9","","48.3","","101.07","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 09:00","2020","04","06","09:00","7.7","","0.3","","59","","","","31","","3","","48.3","","101.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 10:00","2020","04","06","10:00","9.4","","0.5","","54","","","","7","","12","","48.3","","101.17","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 11:00","2020","04","06","11:00","10.2","","0.7","","52","","","","5","","12","","48.3","","101.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 12:00","2020","04","06","12:00","10.5","","3.5","","62","","","","10","","13","","48.3","","101.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 13:00","2020","04","06","13:00","11.0","","1.0","","50","","","","12","","12","","48.3","","101.22","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 14:00","2020","04","06","14:00","10.7","","3.0","","59","","","","8","","14","","48.3","","101.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 15:00","2020","04","06","15:00","10.8","","3.0","","58","","","","13","","17","","48.3","","101.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 16:00","2020","04","06","16:00","11.2","","0.7","","48","","","","12","","16","","48.3","","101.27","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 17:00","2020","04","06","17:00","11.0","","2.5","","56","","","","11","","14","","48.3","","101.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 18:00","2020","04","06","18:00","9.5","","3.8","","68","","","","10","","10","","48.3","","101.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 19:00","2020","04","06","19:00","8.1","","4.0","","76","","","","11","","4","","48.3","","101.32","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 20:00","2020","04","06","20:00","6.4","","2.7","","77","","","","36","","2","","48.3","","101.39","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 21:00","2020","04","06","21:00","4.9","","1.6","","79","","","","26","","6","","48.3","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 22:00","2020","04","06","22:00","7.5","","-3.4","","46","","","","27","","16","","48.3","","101.46","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-06 23:00","2020","04","06","23:00","7.1","","-4.0","","45","","","","28","","18","","48.3","","101.52","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 00:00","2020","04","07","00:00","6.1","","-1.6","","58","","","","30","","19","","48.3","","101.62","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 01:00","2020","04","07","01:00","6.2","","-1.3","","59","","","","30","","20","","48.3","","101.68","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 02:00","2020","04","07","02:00","5.3","","-0.7","","65","","","","30","","10","","48.3","","101.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 03:00","2020","04","07","03:00","5.6","","-0.2","","66","","","","32","","14","","48.3","","101.78","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 04:00","2020","04","07","04:00","4.9","","0.2","","71","","","","23","","6","","48.3","","101.83","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 05:00","2020","04","07","05:00","4.4","","0.6","","76","","","","29","","10","","48.3","","101.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 06:00","2020","04","07","06:00","4.6","","1.4","","80","","","","30","","15","","48.3","","101.95","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2020-04-07 07:00","2020","04","07","07:00","6.2","","1.9","","74","","","","30","","12","","48.3","","102.02","","","","","","Mostly Cloudy"
