"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 10:00","2019","04","01","10:00","13.2","","2.9","","49","","","","28","","5","","48.3","","101.64","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 11:00","2019","04","01","11:00","14.9","","3.4","","46","","","","5","","13","","48.3","","101.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 12:00","2019","04","01","12:00","16.0","","1.6","","37","","","","2","","11","","48.3","","101.52","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 13:00","2019","04","01","13:00","16.9","","2.8","","38","","","","4","","12","","48.3","","101.44","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 14:00","2019","04","01","14:00","17.4","","2.4","","36","","","","4","","12","","48.3","","101.37","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 15:00","2019","04","01","15:00","17.8","","4.2","","40","","","","1","","9","","48.3","","101.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 16:00","2019","04","01","16:00","18.4","","1.7","","32","","","","2","","10","","48.3","","101.21","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 17:00","2019","04","01","17:00","18.1","","2.8","","36","","","","1","","9","","48.3","","101.16","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 18:00","2019","04","01","18:00","16.9","","1.8","","36","","","","35","","7","","48.3","","101.13","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 19:00","2019","04","01","19:00","12.8","","2.4","","49","","","","24","","5","","48.3","","101.11","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 20:00","2019","04","01","20:00","12.4","","2.5","","50","","","","29","","6","","32.2","","101.12","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 21:00","2019","04","01","21:00","12.0","","2.0","","50","","","","25","","11","","32.2","","101.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 22:00","2019","04","01","22:00","12.1","","1.3","","47","","","","27","","10","","32.2","","101.06","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-01 23:00","2019","04","01","23:00","9.1","","1.5","","59","","","","24","","13","","32.2","","101.04","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 00:00","2019","04","02","00:00","7.6","","1.3","","64","","","","26","","5","","32.2","","101.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 01:00","2019","04","02","01:00","8.4","","0.8","","59","","","","24","","9","","32.2","","101.06","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 02:00","2019","04","02","02:00","6.2","","0.0","","65","","","","27","","5","","32.2","","101.04","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 03:00","2019","04","02","03:00","8.1","","3.0","","70","","","","29","","7","","32.2","","101.01","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 04:00","2019","04","02","04:00","8.0","","2.5","","68","","","","27","","8","","32.2","","100.97","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 05:00","2019","04","02","05:00","5.4","","1.3","","75","","","","28","","8","","32.2","","100.95","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 06:00","2019","04","02","06:00","6.3","","2.2","","75","","","","28","","8","","48.3","","100.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 07:00","2019","04","02","07:00","7.8","","3.9","","76","","","","28","","8","","48.3","","100.93","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 08:00","2019","04","02","08:00","11.2","","2.5","","55","","","","30","","8","","48.3","","100.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 09:00","2019","04","02","09:00","13.5","","1.6","","44","","","","29","","8","","48.3","","100.86","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 10:00","2019","04","02","10:00","16.2","","-1.2","","30","","","","2","","12","","48.3","","100.82","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 11:00","2019","04","02","11:00","16.5","","-1.0","","30","","","","35","","14","","48.3","","100.79","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 12:00","2019","04","02","12:00","17.5","","0.1","","31","","","","36","","14","","48.3","","100.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 13:00","2019","04","02","13:00","18.1","","-0.7","","28","","","","36","","9","","48.3","","100.68","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 14:00","2019","04","02","14:00","18.4","","1.2","","31","","","","3","","10","","48.3","","100.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 15:00","2019","04","02","15:00","18.2","","-0.1","","29","","","","3","","8","","48.3","","100.54","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 16:00","2019","04","02","16:00","17.6","","0.8","","32","","","","3","","4","","48.3","","100.51","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 17:00","2019","04","02","17:00","17.3","","1.0","","33","","","","25","","6","","48.3","","100.47","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 18:00","2019","04","02","18:00","14.6","","1.6","","41","","","","11","","9","","48.3","","100.47","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 19:00","2019","04","02","19:00","15.1","","1.9","","41","","","","15","","13","","32.2","","100.45","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 20:00","2019","04","02","20:00","14.5","","2.5","","44","","","","13","","10","","32.2","","100.47","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 21:00","2019","04","02","21:00","13.1","","4.4","","55","","","","12","","9","","32.2","","100.49","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 22:00","2019","04","02","22:00","10.9","","6.2","","72","","","","12","","5","","24.1","","100.50","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-02 23:00","2019","04","02","23:00","10.0","","8.6","","91","","","","33","","5","","19.3","","100.50","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 00:00","2019","04","03","00:00","9.7","","9.0","","96","","","","24","","4","","19.3","","100.52","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 01:00","2019","04","03","01:00","9.4","","8.9","","97","","","","2","","5","","19.3","","100.52","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 02:00","2019","04","03","02:00","9.0","","8.7","","98","","","","36","","1","","19.3","","100.53","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 03:00","2019","04","03","03:00","9.2","","8.8","","98","","","","5","","5","","19.3","","100.48","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 04:00","2019","04","03","04:00","8.9","","8.5","","98","","","","7","","6","","19.3","","100.45","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 05:00","2019","04","03","05:00","9.1","","8.6","","97","","","","7","","5","","19.3","","100.44","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 06:00","2019","04","03","06:00","9.0","","8.8","","99","","","","36","","2","","16.1","","100.45","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 07:00","2019","04","03","07:00","9.4","","9.3","","99","","","","5","","5","","19.3","","100.45","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 08:00","2019","04","03","08:00","9.7","","9.6","","99","","","","8","","5","","12.9","","100.48","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 09:00","2019","04","03","09:00","10.5","","9.5","","93","","","","8","","4","","12.9","","100.48","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 10:00","2019","04","03","10:00","11.3","","9.9","","91","","","","13","","14","","24.1","","100.50","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 11:00","2019","04","03","11:00","11.1","","9.4","","89","","","","13","","15","","24.1","","100.54","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 12:00","2019","04","03","12:00","13.5","","9.6","","77","","","","23","","14","","24.1","","100.63","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 13:00","2019","04","03","13:00","13.9","","7.5","","65","","","","23","","31","","24.1","","100.69","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 14:00","2019","04","03","14:00","12.2","","6.5","","68","","","","22","","25","","32.2","","100.76","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 15:00","2019","04","03","15:00","11.7","","5.8","","67","","","","22","","27","","32.2","","100.86","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 16:00","2019","04","03","16:00","12.0","","5.5","","64","","","","22","","21","","32.2","","100.90","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 17:00","2019","04","03","17:00","12.0","","5.2","","63","","","","21","","24","","32.2","","100.95","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 18:00","2019","04","03","18:00","11.8","","5.0","","63","","","","23","","22","","32.2","","100.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 19:00","2019","04","03","19:00","11.1","","4.6","","64","","","","22","","40","","32.2","","100.97","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 20:00","2019","04","03","20:00","10.9","","4.6","","65","","","","24","","17","","32.2","","101.05","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 21:00","2019","04","03","21:00","11.0","","5.2","","67","","","","22","","20","","32.2","","101.16","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 22:00","2019","04","03","22:00","11.2","","5.7","","69","","","","21","","18","","32.2","","101.18","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-03 23:00","2019","04","03","23:00","11.2","","6.0","","70","","","","20","","19","","32.2","","101.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 00:00","2019","04","04","00:00","11.0","","6.0","","71","","","","20","","13","","32.2","","101.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 01:00","2019","04","04","01:00","10.7","","5.7","","71","","","","27","","5","","32.2","","101.33","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 02:00","2019","04","04","02:00","10.3","","6.3","","76","","","","17","","8","","32.2","","101.35","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 03:00","2019","04","04","03:00","9.2","","7.0","","86","","","","14","","19","","32.2","","101.36","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 04:00","2019","04","04","04:00","9.6","","5.9","","78","","","","18","","13","","32.2","","101.34","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 05:00","2019","04","04","05:00","9.2","","6.6","","83","","","","12","","13","","32.2","","101.33","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 06:00","2019","04","04","06:00","8.6","","7.3","","92","","","","14","","16","","48.3","","101.36","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 07:00","2019","04","04","07:00","8.7","","7.5","","92","","","","12","","11","","32.2","","101.37","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 08:00","2019","04","04","08:00","9.6","","6.9","","83","","","","14","","17","","48.3","","101.34","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 09:00","2019","04","04","09:00","9.3","","6.2","","81","","","","14","","13","","48.3","","101.32","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 10:00","2019","04","04","10:00","10.8","","5.7","","70","","","","15","","16","","48.3","","101.30","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 11:00","2019","04","04","11:00","11.2","","5.6","","68","","","","11","","5","","48.3","","101.23","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 12:00","2019","04","04","12:00","13.0","","6.4","","64","","","","9","","7","","48.3","","101.13","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 13:00","2019","04","04","13:00","13.0","","5.2","","59","","","","9","","13","","48.3","","101.08","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 14:00","2019","04","04","14:00","13.9","","6.0","","59","","","","6","","13","","48.3","","100.98","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 15:00","2019","04","04","15:00","14.7","","6.7","","59","","","","6","","9","","48.3","","100.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 16:00","2019","04","04","16:00","14.3","","4.4","","51","","","","6","","8","","48.3","","100.79","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 17:00","2019","04","04","17:00","14.2","","4.7","","52","","","","36","","2","","48.3","","100.71","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 18:00","2019","04","04","18:00","13.2","","5.3","","59","","","","31","","5","","48.3","","100.64","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 19:00","2019","04","04","19:00","11.4","","6.4","","71","","","","24","","4","","48.3","","100.61","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 20:00","2019","04","04","20:00","10.9","","6.0","","72","","","","23","","7","","32.2","","100.59","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 21:00","2019","04","04","21:00","11.1","","6.3","","72","","","","5","","5","","32.2","","100.57","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 22:00","2019","04","04","22:00","10.3","","6.0","","74","","","","6","","10","","32.2","","100.52","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-04 23:00","2019","04","04","23:00","10.4","","6.7","","78","","","","6","","5","","32.2","","100.49","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 00:00","2019","04","05","00:00","10.5","","6.6","","77","","","","36","","1","","24.1","","100.49","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 01:00","2019","04","05","01:00","9.8","","8.8","","94","","","","36","","1","","24.1","","100.44","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 02:00","2019","04","05","02:00","10.4","","8.8","","90","","","","14","","10","","24.1","","100.37","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 03:00","2019","04","05","03:00","10.6","","8.7","","88","","","","12","","15","","24.1","","100.32","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 04:00","2019","04","05","04:00","9.9","","8.7","","92","","","","15","","30","","24.1","","100.28","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 05:00","2019","04","05","05:00","10.1","","9.1","","94","","","","15","","16","","24.1","","100.27","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 06:00","2019","04","05","06:00","9.8","","9.2","","96","","","","14","","26","","24.1","","100.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 07:00","2019","04","05","07:00","10.0","","9.1","","94","","","","16","","16","","32.2","","100.19","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 08:00","2019","04","05","08:00","10.5","","8.6","","88","","","","13","","19","","32.2","","100.15","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 09:00","2019","04","05","09:00","10.1","","8.5","","90","","","","14","","14","","32.2","","100.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 10:00","2019","04","05","10:00","11.2","","8.4","","83","","","","11","","7","","48.3","","99.99","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 11:00","2019","04","05","11:00","12.5","","7.3","","70","","","","10","","8","","48.3","","99.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 12:00","2019","04","05","12:00","12.5","","7.6","","72","","","","15","","25","","48.3","","99.83","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 13:00","2019","04","05","13:00","11.8","","7.8","","76","","","","14","","32","","48.3","","99.83","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 14:00","2019","04","05","14:00","14.3","","7.8","","65","","","","21","","19","","48.3","","99.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 15:00","2019","04","05","15:00","12.9","","4.1","","55","","","","23","","29","","48.3","","99.99","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 16:00","2019","04","05","16:00","10.8","","3.3","","59","","","","23","","28","","48.3","","100.20","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 17:00","2019","04","05","17:00","11.7","","3.5","","57","","","","21","","28","","48.3","","100.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 18:00","2019","04","05","18:00","10.9","","3.0","","58","","","","23","","26","","48.3","","100.39","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 19:00","2019","04","05","19:00","9.7","","2.9","","62","","","","20","","21","","48.3","","100.43","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 20:00","2019","04","05","20:00","9.1","","2.7","","64","","","","12","","4","","32.2","","100.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 21:00","2019","04","05","21:00","7.4","","3.5","","76","","","","25","","9","","32.2","","100.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 22:00","2019","04","05","22:00","9.0","","4.6","","74","","","","14","","9","","32.2","","100.54","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-05 23:00","2019","04","05","23:00","8.7","","4.8","","77","","","","13","","9","","32.2","","100.52","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 00:00","2019","04","06","00:00","8.3","","5.3","","81","","","","12","","5","","32.2","","100.50","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 01:00","2019","04","06","01:00","7.7","","5.9","","88","","","","12","","5","","32.2","","100.47","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 02:00","2019","04","06","02:00","7.8","","5.7","","86","","","","11","","13","","32.2","","100.41","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 03:00","2019","04","06","03:00","7.9","","5.5","","85","","","","11","","13","","32.2","","100.30","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 04:00","2019","04","06","04:00","8.3","","5.6","","83","","","","12","","21","","32.2","","100.20","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 05:00","2019","04","06","05:00","8.8","","5.1","","77","","","","13","","22","","32.2","","100.08","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 06:00","2019","04","06","06:00","9.3","","3.6","","68","","","","13","","37","","32.2","","99.98","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 07:00","2019","04","06","07:00","9.4","","3.5","","66","","","","13","","32","","48.3","","99.92","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 08:00","2019","04","06","08:00","8.6","","4.1","","73","","","","13","","39","","48.3","","99.82","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 09:00","2019","04","06","09:00","8.7","","3.7","","71","","","","13","","37","","48.3","","99.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 10:00","2019","04","06","10:00","9.5","","5.1","","74","","","","15","","36","","48.3","","100.03","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 11:00","2019","04","06","11:00","9.6","","4.7","","72","","","","20","","19","","48.3","","100.20","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 12:00","2019","04","06","12:00","10.4","","3.3","","61","","","","19","","23","","48.3","","100.31","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 13:00","2019","04","06","13:00","11.4","","3.2","","57","","","","17","","31","","48.3","","100.39","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 14:00","2019","04","06","14:00","10.8","","4.6","","66","","","","19","","16","","48.3","","100.53","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 15:00","2019","04","06","15:00","11.4","","4.4","","62","","","","20","","21","","48.3","","100.58","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 16:00","2019","04","06","16:00","11.3","","4.0","","60","","","","17","","14","","48.3","","100.62","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 17:00","2019","04","06","17:00","10.8","","4.1","","63","","","","18","","19","","48.3","","100.67","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 18:00","2019","04","06","18:00","9.3","","4.6","","72","","","","18","","22","","32.2","","100.78","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 19:00","2019","04","06","19:00","8.8","","4.0","","72","","","","22","","19","","48.3","","100.81","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 20:00","2019","04","06","20:00","8.2","","3.4","","71","","","","22","","9","","24.1","","100.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 21:00","2019","04","06","21:00","8.1","","3.6","","73","","","","25","","14","","24.1","","100.78","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 22:00","2019","04","06","22:00","8.3","","3.8","","73","","","","2","","6","","24.1","","100.79","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-06 23:00","2019","04","06","23:00","8.0","","4.3","","77","","","","4","","5","","24.1","","100.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 00:00","2019","04","07","00:00","7.3","","4.5","","82","","","","24","","5","","24.1","","100.66","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 01:00","2019","04","07","01:00","7.5","","5.8","","89","","","","33","","4","","24.1","","100.62","","","","","","Rain"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 02:00","2019","04","07","02:00","8.2","","4.6","","78","","","","13","","16","","24.1","","100.60","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 03:00","2019","04","07","03:00","7.9","","5.3","","84","","","","15","","22","","19.3","","100.64","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 04:00","2019","04","07","04:00","6.7","","5.8","","94","","","","24","","10","","24.1","","100.67","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 05:00","2019","04","07","05:00","6.6","","5.5","","92","","","","30","","9","","24.1","","100.76","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 06:00","2019","04","07","06:00","6.4","","4.1","","85","","","","26","","6","","24.1","","100.83","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 07:00","2019","04","07","07:00","6.2","","4.4","","88","","","","33","","6","","32.2","","100.94","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2019-04-07 08:00","2019","04","07","08:00","7.0","","4.8","","86","","","","11","","3","","48.3","","101.05","","","","","","NA"
