"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 17:00","2021","04","02","17:00","9.5","","2.8","","63","","","","15","","19","","48.3","","101.68","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 18:00","2021","04","02","18:00","10.4","","0.9","","52","","","","20","","15","","48.3","","101.67","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 19:00","2021","04","02","19:00","9.3","","0.9","","56","","","","23","","14","","48.3","","101.70","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 20:00","2021","04","02","20:00","7.7","","0.8","","62","","","","25","","10","","32.2","","101.75","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 21:00","2021","04","02","21:00","6.5","","1.5","","70","","","","24","","5","","32.2","","101.77","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 22:00","2021","04","02","22:00","6.8","","2.1","","72","","","","1","","3","","32.2","","101.78","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-02 23:00","2021","04","02","23:00","6.5","","2.0","","73","","","","22","","4","","32.2","","101.77","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 00:00","2021","04","03","00:00","6.9","","2.1","","71","","","","25","","7","","32.2","","101.78","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 01:00","2021","04","03","01:00","6.6","","2.8","","76","","","","26","","7","","32.2","","101.79","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 02:00","2021","04","03","02:00","6.5","","2.7","","77","","","","36","","2","","32.2","","101.76","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 03:00","2021","04","03","03:00","6.2","","3.0","","80","","","","27","","4","","32.2","","101.76","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 04:00","2021","04","03","04:00","6.3","","2.9","","79","","","","22","","4","","32.2","","101.73","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 05:00","2021","04","03","05:00","5.9","","3.3","","83","","","","29","","3","","32.2","","101.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 06:00","2021","04","03","06:00","6.2","","3.6","","84","","","","26","","4","","48.3","","101.73","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 07:00","2021","04","03","07:00","6.7","","3.5","","80","","","","0","","1","","48.3","","101.75","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 08:00","2021","04","03","08:00","7.4","","3.3","","75","","","","11","","7","","48.3","","101.76","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 09:00","2021","04","03","09:00","7.8","","5.8","","87","","","","13","","13","","48.3","","101.77","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 10:00","2021","04","03","10:00","8.8","","5.4","","80","","","","13","","22","","48.3","","101.80","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 11:00","2021","04","03","11:00","9.3","","4.6","","72","","","","14","","28","","48.3","","101.78","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 12:00","2021","04","03","12:00","9.4","","4.7","","72","","","","14","","30","","48.3","","101.80","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 13:00","2021","04","03","13:00","11.0","","5.2","","67","","","","14","","21","","48.3","","101.80","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 14:00","2021","04","03","14:00","10.3","","4.0","","65","","","","14","","18","","48.3","","101.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 15:00","2021","04","03","15:00","12.6","","6.5","","67","","","","21","","23","","48.3","","101.83","","","","","","Rain Showers"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 16:00","2021","04","03","16:00","12.9","","6.0","","63","","","","24","","27","","48.3","","101.82","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 17:00","2021","04","03","17:00","11.5","","4.1","","60","","","","25","","21","","48.3","","101.79","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 18:00","2021","04","03","18:00","11.2","","3.6","","59","","","","26","","21","","48.3","","101.81","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 19:00","2021","04","03","19:00","10.1","","1.7","","56","","","","25","","25","","48.3","","101.82","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 20:00","2021","04","03","20:00","9.1","","1.7","","60","","","","26","","28","","48.3","","101.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 21:00","2021","04","03","21:00","8.3","","1.6","","62","","","","25","","30","","48.3","","101.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 22:00","2021","04","03","22:00","8.3","","1.4","","62","","","","25","","28","","48.3","","101.96","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-03 23:00","2021","04","03","23:00","8.0","","2.0","","66","","","","27","","27","","48.3","","101.94","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 00:00","2021","04","04","00:00","7.8","","1.8","","66","","","","28","","19","","48.3","","102.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 01:00","2021","04","04","01:00","7.4","","1.8","","67","","","","31","","12","","48.3","","102.09","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 02:00","2021","04","04","02:00","6.9","","1.6","","69","","","","33","","10","","48.3","","102.08","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 03:00","2021","04","04","03:00","6.2","","1.3","","71","","","","31","","7","","48.3","","102.08","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 04:00","2021","04","04","04:00","5.3","","1.8","","78","","","","29","","12","","48.3","","102.09","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 05:00","2021","04","04","05:00","4.8","","1.8","","81","","","","27","","12","","48.3","","102.13","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 06:00","2021","04","04","06:00","2.8","","1.4","","90","","","","24","","9","","48.3","","102.17","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 07:00","2021","04","04","07:00","5.1","","1.1","","76","","","","29","","14","","48.3","","102.21","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 08:00","2021","04","04","08:00","6.2","","1.4","","71","","","","29","","18","","48.3","","102.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 09:00","2021","04","04","09:00","7.2","","-0.3","","59","","","","29","","11","","48.3","","102.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 10:00","2021","04","04","10:00","8.8","","-3.2","","43","","","","31","","3","","48.3","","102.25","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 11:00","2021","04","04","11:00","9.6","","-1.2","","47","","","","9","","7","","48.3","","102.25","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 12:00","2021","04","04","12:00","9.3","","-0.5","","50","","","","12","","16","","48.3","","102.24","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 13:00","2021","04","04","13:00","9.4","","-1.0","","48","","","","12","","14","","48.3","","102.26","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 14:00","2021","04","04","14:00","8.6","","-2.0","","47","","","","12","","12","","48.3","","102.28","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 15:00","2021","04","04","15:00","9.9","","-2.2","","43","","","","10","","6","","48.3","","102.26","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 16:00","2021","04","04","16:00","10.0","","-2.4","","42","","","","12","","12","","48.3","","102.24","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 17:00","2021","04","04","17:00","10.0","","-0.8","","47","","","","12","","7","","48.3","","102.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 18:00","2021","04","04","18:00","9.1","","-2.1","","45","","","","17","","9","","48.3","","102.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 19:00","2021","04","04","19:00","7.1","","-2.4","","51","","","","16","","6","","48.3","","102.20","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 20:00","2021","04","04","20:00","4.8","","-1.8","","62","","","","24","","4","","32.2","","102.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 21:00","2021","04","04","21:00","3.9","","-1.9","","66","","","","24","","8","","24.1","","102.24","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 22:00","2021","04","04","22:00","2.1","","-2.1","","74","","","","24","","7","","24.1","","102.22","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-04 23:00","2021","04","04","23:00","2.5","","-1.3","","76","","","","25","","9","","24.1","","102.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 00:00","2021","04","05","00:00","3.2","","-1.1","","74","","","","24","","10","","24.1","","102.20","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 01:00","2021","04","05","01:00","1.6","","-0.7","","85","","","","30","","6","","24.1","","102.21","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 02:00","2021","04","05","02:00","2.3","","0.0","","84","","","","19","","4","","24.1","","102.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 03:00","2021","04","05","03:00","1.9","","-1.5","","78","","","","29","","10","","24.1","","102.21","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 04:00","2021","04","05","04:00","0.9","","-1.6","","83","","","","26","","5","","24.1","","102.22","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 05:00","2021","04","05","05:00","-0.4","","-1.8","","90","","","","25","","8","","48.3","","102.23","","","","-3","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 06:00","2021","04","05","06:00","0.2","","-1.8","","86","","","","23","","10","","48.3","","102.25","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 07:00","2021","04","05","07:00","2.2","","-0.4","","83","","","","25","","6","","48.3","","102.28","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 08:00","2021","04","05","08:00","5.0","","-1.2","","65","","","","26","","8","","48.3","","102.29","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 09:00","2021","04","05","09:00","6.8","","-0.2","","61","","","","29","","10","","48.3","","102.28","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 10:00","2021","04","05","10:00","8.1","","0.9","","60","","","","24","","4","","48.3","","102.25","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 11:00","2021","04","05","11:00","9.0","","2.2","","62","","","","4","","14","","48.3","","102.22","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 12:00","2021","04","05","12:00","9.3","","1.9","","60","","","","8","","16","","48.3","","102.18","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 13:00","2021","04","05","13:00","9.2","","2.5","","63","","","","9","","13","","48.3","","102.15","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 14:00","2021","04","05","14:00","9.9","","1.1","","54","","","","9","","12","","48.3","","102.09","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 15:00","2021","04","05","15:00","10.0","","0.0","","50","","","","13","","13","","48.3","","102.03","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 16:00","2021","04","05","16:00","9.8","","2.2","","59","","","","11","","11","","48.3","","101.96","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 17:00","2021","04","05","17:00","9.8","","1.2","","55","","","","14","","13","","48.3","","101.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 18:00","2021","04","05","18:00","9.1","","0.8","","56","","","","10","","10","","48.3","","101.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 19:00","2021","04","05","19:00","8.1","","1.6","","64","","","","10","","8","","48.3","","101.86","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 20:00","2021","04","05","20:00","7.1","","3.8","","79","","","","9","","7","","32.2","","101.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 21:00","2021","04","05","21:00","5.2","","1.6","","78","","","","29","","3","","24.1","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 22:00","2021","04","05","22:00","3.8","","1.9","","88","","","","24","","8","","24.1","","101.88","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-05 23:00","2021","04","05","23:00","4.1","","3.3","","95","","","","26","","8","","24.1","","101.91","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 00:00","2021","04","06","00:00","4.5","","2.9","","90","","","","29","","9","","24.1","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 01:00","2021","04","06","01:00","4.2","","2.9","","91","","","","25","","13","","24.1","","101.88","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 02:00","2021","04","06","02:00","3.9","","3.2","","95","","","","25","","11","","24.1","","101.86","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 03:00","2021","04","06","03:00","3.4","","2.1","","92","","","","26","","7","","24.1","","101.88","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 04:00","2021","04","06","04:00","4.3","","2.6","","89","","","","28","","13","","24.1","","101.91","","","","","","Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 05:00","2021","04","06","05:00","2.3","","1.3","","93","","","","23","","9","","48.3","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 06:00","2021","04","06","06:00","1.4","","1.4","","100","","","","25","","7","","48.3","","101.90","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 07:00","2021","04","06","07:00","4.0","","3.3","","95","","","","27","","4","","48.3","","101.90","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 08:00","2021","04","06","08:00","5.6","","3.2","","85","","","","28","","9","","48.3","","101.92","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 09:00","2021","04","06","09:00","7.7","","3.2","","73","","","","","","0","","48.3","","101.89","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 10:00","2021","04","06","10:00","8.4","","4.0","","74","","","","12","","11","","48.3","","101.89","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 11:00","2021","04","06","11:00","8.7","","3.9","","72","","","","10","","13","","48.3","","101.83","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 12:00","2021","04","06","12:00","9.6","","3.8","","67","","","","13","","22","","48.3","","101.78","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 13:00","2021","04","06","13:00","9.9","","4.1","","67","","","","13","","26","","48.3","","101.72","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 14:00","2021","04","06","14:00","10.1","","3.8","","65","","","","12","","19","","48.3","","101.66","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 15:00","2021","04","06","15:00","9.8","","4.8","","70","","","","10","","21","","48.3","","101.60","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 16:00","2021","04","06","16:00","12.7","","4.1","","56","","","","14","","21","","48.3","","101.52","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 17:00","2021","04","06","17:00","12.4","","4.8","","59","","","","23","","10","","48.3","","101.51","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 18:00","2021","04","06","18:00","11.2","","4.8","","65","","","","29","","8","","48.3","","101.48","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 19:00","2021","04","06","19:00","10.2","","4.5","","68","","","","16","","4","","48.3","","101.43","","","","","","Mostly Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 20:00","2021","04","06","20:00","9.3","","3.1","","65","","","","16","","8","","24.1","","101.43","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 21:00","2021","04","06","21:00","7.4","","4.4","","81","","","","29","","4","","24.1","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 22:00","2021","04","06","22:00","7.4","","2.9","","73","","","","30","","16","","24.1","","101.40","","","","","","Mainly Clear"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-06 23:00","2021","04","06","23:00","7.9","","2.7","","70","","","","29","","6","","24.1","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 00:00","2021","04","07","00:00","7.6","","1.2","","64","","","","22","","7","","24.1","","101.40","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 01:00","2021","04","07","01:00","7.2","","1.3","","66","","","","20","","10","","24.1","","101.36","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 02:00","2021","04","07","02:00","6.7","","1.7","","71","","","","24","","9","","24.1","","101.36","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 03:00","2021","04","07","03:00","7.5","","1.0","","63","","","","24","","19","","24.1","","101.38","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 04:00","2021","04","07","04:00","7.4","","1.2","","65","","","","24","","16","","24.1","","101.41","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 05:00","2021","04","07","05:00","7.5","","0.6","","62","","","","26","","17","","32.2","","101.42","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 06:00","2021","04","07","06:00","6.8","","0.9","","66","","","","16","","3","","32.2","","101.41","","","","","","NA"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 07:00","2021","04","07","07:00","7.1","","2.2","","71","","","","22","","7","","48.3","","101.45","","","","","","Cloudy"
"-123.43","48.65","VICTORIA INTL A","1018621","2021-04-07 08:00","2021","04","07","08:00","7.5","","1.8","","67","","","","18","","13","","48.3","","101.42","","","","","","NA"
